transaction_id,transaction_date,customer_id,Purchase_id,Product_Name,product_category,Sales_Channel,purchase_price,sale_price,discount_percentage,quantity_sold,Inventory_Status,region,Payment_Method
454,03/08/2026,1454,100454,PowerTech Max,electronics,,199.72,880.64,45.98,357,In Stock,Sharjah,Online
455,10/15/2025,1455,100455,EcoFriendly Tech,accessories,Retail,675.54,150.37,20.06,910,Low Stock,Ajman,Cash
456,06/07/2025,1456,100456,InnoTech 3000,accessories,Retail,616.08,427.12,25.37,466,Low Stock,Ajman,Cash
457,7/25/2025,1457,100457,SmartTech Elite,home goods,Oniline,391.96,886,39.85,998,Low Stock,Abu Dhabi,Cash
458,6/30/2025,1458,100458,SmartTech Elite,electronics,Oniline,693.07,993.6,31.12,287,In Stock,Abu Dhabi,Card
459,4/13/2025,1459,100459,UltimateGadget Pro,electronics,Retail,901.11,59.52,12.52,837,Out of Stock,Ajman,Card
460,1/16/2026,1460,100460,PowerTech Max,clothing,Retail,577.2,880.84,48.18,411,Out of Stock,Ajman,Card
461,6/18/2025,1461,100461,MegaGizmo X,accessories,Oniline,947.28,887.83,8.73,461,Low Stock,Ajman,Card
462,10/25/2025,1462,100462,TechSavvy 5000,home goods,Retail,275.51,898.27,33.8,919,Low Stock,Ajman,Card
463,2/19/2025,1463,100463,GigaGadget 9000,electronics,Retail,326.66,391.99,25.17,714,In Stock,Sharjah,Card
464,8/23/2025,1464,100464,EcoFriendly Tech,accessories,,348.96,536.73,24.39,99,Low Stock,Dubai,Card
465,3/30/2025,1465,100465,SuperWidget 2000,appliances,Retail,79.9,653.01,17.99,927,Low Stock,Abu Dhabi,Cash
466,12/03/2025,1466,100466,SmartTech Elite,appliances,Retail,976.45,423.58,15.16,545,Low Stock,,
467,6/13/2025,1467,100467,EcoFriendly Tech,accessories,Retail,14.53,1028.75,39.65,487,Low Stock,Sharjah,Online
468,05/11/2025,1468,100468,InnoTech 3000,appliances,Retail,289.69,631.92,42.92,228,Low Stock,Abu Dhabi,Online
469,2/13/2025,1469,100469,UltimateGadget Pro,clothing,Retail,201.63,307.31,47.12,897,In Stock,Abu Dhabi,Online
470,02/09/2026,1470,100470,EcoFriendly Tech,electronics,Retail,392.88,517.02,15.59,743,Out of Stock,Ajman,Online
471,3/30/2025,1471,100471,PowerTech Max,accessories,Retail,865.96,58.54,36.82,169,Out of Stock,Sharjah,Cash
472,4/24/2025,1472,100472,UltimateGadget Pro,accessories,Oniline,159.98,139.84,10.19,93,Out of Stock,Ajman,Online
473,3/13/2025,1473,100473,GigaGadget 9000,home goods,Oniline,960.79,785.45,48.03,608,In Stock,Dubai,Card
474,5/26/2025,1474,100474,FutureTech 10000,accessories,Retail,375.24,92.84,45.94,936,Out of Stock,Dubai,Card
475,2/13/2026,1475,100475,,clothing,Retail,869.77,125.94,30.82,320,Out of Stock,Sharjah,Online
476,08/01/2025,1476,100476,FutureTech 10000,clothing,Oniline,554.65,588.76,15.76,333,Low Stock,Sharjah,Cash
477,5/19/2025,1477,100477,SuperWidget 2000,home goods,Retail,384.88,1147.36,47.41,352,In Stock,Abu Dhabi,Card
478,9/27/2025,1478,100478,MegaGizmo X,appliances,Retail,41.46,1246.76,1.28,184,In Stock,Ajman,Online
479,6/21/2025,1479,100479,EcoFriendly Tech,appliances,Retail,270.27,1384.47,,9,Low Stock,Ajman,Online
480,1/30/2025,1480,100480,SuperWidget 2000,home goods,Retail,561.86,386.87,38.24,981,Low Stock,,Card
481,7/13/2025,1481,100481,PowerTech Max,clothing,Oniline,42.37,368.13,34.36,650,Low Stock,,Online
482,4/25/2025,1482,100482,InnoTech 3000,clothing,Oniline,284.86,413.7,18.71,942,In Stock,Dubai,Card
483,2/20/2025,1483,100483,SmartTech Elite,accessories,Oniline,566.04,424.57,41.9,910,Low Stock,Sharjah,Cash
484,12/25/2025,1484,100484,GigaGadget 9000,accessories,Retail,268.17,183.16,23.9,340,Out of Stock,Ajman,Online
485,02/04/2026,1485,100485,UltimateGadget Pro,home goods,Retail,500.18,133.52,47.06,152,Out of Stock,Sharjah,Cash
486,11/13/2025,1486,100486,GigaGadget 9000,clothing,Retail,435.55,634.21,,58,In Stock,Sharjah,Card
487,8/30/2025,1487,100487,TechSavvy 5000,clothing,Retail,625.29,442.19,,904,In Stock,Dubai,Online
488,1/21/2025,1488,100488,EcoFriendly Tech,accessories,Oniline,961.15,644.71,27.33,128,Out of Stock,Sharjah,Cash
489,10/19/2025,1489,100489,InnoTech 3000,electronics,Oniline,58.56,365.9,30.5,323,,Sharjah,Cash
490,5/22/2025,1490,100490,PowerTech Max,accessories,Retail,224.4,299.78,31.29,226,Out of Stock,Dubai,Cash
491,3/23/2025,1491,100491,SuperWidget 2000,electronics,Retail,825.25,1455.85,33.6,797,Out of Stock,Ajman,Card
492,09/06/2025,1492,100492,FutureTech 10000,home goods,Oniline,14.2,1402.18,,851,Low Stock,Sharjah,Cash
493,01/11/2025,1493,100493,UltimateGadget Pro,appliances,Retail,480.95,541.71,37.01,621,In Stock,Ajman,Card
494,9/19/2025,1494,100494,,accessories,Oniline,278.63,370.93,40.04,521,Out of Stock,Sharjah,Online
495,5/17/2025,1495,100495,UltimateGadget Pro,accessories,Retail,336.71,386.18,37.19,268,Low Stock,Dubai,Cash
496,1/23/2025,1496,100496,GigaGadget 9000,accessories,,297.76,375.28,27.8,498,Out of Stock,Dubai,Card
497,9/24/2025,1497,100497,,electronics,Retail,103.64,1295.42,24.37,955,Low Stock,Abu Dhabi,Online
498,10/19/2025,1498,100498,FutureTech 10000,home goods,Retail,761.74,1417.12,21.66,773,Low Stock,Dubai,
499,09/06/2025,1499,100499,SmartTech Elite,clothing,Retail,79.25,356.76,9.69,354,Out of Stock,Dubai,Online
500,06/07/2025,1500,100500,TechSavvy 5000,electronics,Oniline,502.98,256.99,,485,In Stock,Dubai,Online
501,1/18/2025,1501,100501,GigaGadget 9000,appliances,Oniline,772.91,793.3,,640,Low Stock,Abu Dhabi,Online
502,6/15/2025,1502,100502,TechSavvy 5000,home goods,Retail,797.74,720.63,,556,Out of Stock,Abu Dhabi,Online
503,01/04/2025,1503,100503,UltimateGadget Pro,electronics,,667.45,611.63,41.43,86,Out of Stock,,Cash
504,11/20/2025,1504,100504,SmartTech Elite,appliances,Oniline,268.85,659.8,21.09,500,Out of Stock,Ajman,
505,12/19/2025,1505,100505,SmartTech Elite,accessories,Retail,140.2,709.65,23.59,159,In Stock,Sharjah,Online
506,12/15/2025,1506,100506,UltimateGadget Pro,accessories,Retail,390.55,116.38,9.95,468,Low Stock,Dubai,Cash
507,01/09/2026,1507,100507,FutureTech 10000,,Retail,453.79,1330.65,17.42,704,Low Stock,Dubai,Cash
508,7/23/2025,1508,100508,SmartTech Elite,clothing,Retail,391.55,966.63,42.6,307,In Stock,,Cash
509,8/24/2025,1509,100509,SmartTech Elite,home goods,Oniline,876.69,493.48,42.76,429,In Stock,Abu Dhabi,Online
510,1/15/2026,1510,100510,SmartTech Elite,accessories,Oniline,914.36,201.61,,313,Out of Stock,Ajman,Online
511,04/11/2025,1511,100511,,home goods,Oniline,464.36,776.49,30.46,269,Out of Stock,Abu Dhabi,Cash
512,5/21/2025,1512,100512,EcoFriendly Tech,electronics,Oniline,769.98,878.58,35.68,681,Low Stock,Sharjah,Online
513,5/25/2025,1513,100513,MegaGizmo X,,Retail,565.07,342.27,37.14,450,Low Stock,Abu Dhabi,Card
514,01/11/2026,1514,100514,SmartTech Elite,clothing,Retail,395.63,1244.18,15.66,30,Out of Stock,,Card
515,7/14/2025,1515,100515,PowerTech Max,appliances,Retail,443.66,796.29,35.57,178,In Stock,Ajman,Cash
516,01/06/2026,1516,100516,SuperWidget 2000,clothing,Oniline,725.76,129.63,31.24,80,Low Stock,Abu Dhabi,Online
517,4/29/2025,1517,100517,GigaGadget 9000,accessories,Oniline,15.81,86.17,39.45,329,Out of Stock,Abu Dhabi,Cash
518,02/10/2025,1518,100518,UltimateGadget Pro,home goods,Retail,993.56,606.28,33.6,668,Low Stock,Dubai,Online
519,11/18/2025,1519,100519,SmartTech Elite,clothing,Retail,818.49,331.61,0.92,534,Out of Stock,Sharjah,Cash
520,5/21/2025,1520,100520,TechSavvy 5000,clothing,Retail,295.31,902.08,,886,Low Stock,Abu Dhabi,Cash
521,7/19/2025,1521,100521,MegaGizmo X,home goods,Retail,531.64,1458.52,18.42,943,,Abu Dhabi,Online
522,5/14/2025,1522,100522,SmartTech Elite,home goods,Retail,973.65,1282.99,,174,Low Stock,Ajman,Cash
523,2/21/2025,1523,100523,PowerTech Max,home goods,Oniline,459.03,1469.63,44.92,441,In Stock,Abu Dhabi,Card
524,03/03/2026,1524,100524,InnoTech 3000,home goods,Retail,261.89,1471.15,25.37,128,Out of Stock,Abu Dhabi,Card
525,11/21/2025,1525,100525,GigaGadget 9000,home goods,Retail,211.81,403.86,13.85,148,In Stock,Ajman,Card
526,10/11/2025,1526,100526,PowerTech Max,appliances,Oniline,665.3,671.48,42.28,826,In Stock,Sharjah,Online
527,06/06/2025,1527,100527,InnoTech 3000,electronics,Retail,714,1485.53,2.03,315,Low Stock,Ajman,Card
528,7/13/2025,1528,100528,GigaGadget 9000,appliances,Retail,31.77,489.33,10.35,268,Low Stock,Abu Dhabi,Online
529,03/03/2025,1529,100529,MegaGizmo X,accessories,Oniline,648.61,114.75,19.11,136,Out of Stock,Ajman,Card
530,03/01/2026,1530,100530,FutureTech 10000,home goods,Retail,967.1,1044.61,14.96,196,Low Stock,Dubai,Online
531,09/06/2025,1531,100531,SmartTech Elite,accessories,Retail,870.48,63.09,5.18,617,Low Stock,Ajman,Card
532,1/31/2026,1532,100532,FutureTech 10000,clothing,Retail,928,458.42,25.59,82,Low Stock,Sharjah,Online
533,01/07/2026,1533,100533,FutureTech 10000,home goods,,908.02,1252.5,26.52,440,Out of Stock,Ajman,Cash
534,7/29/2025,1534,100534,MegaGizmo X,home goods,Retail,746.14,803.27,11.16,906,In Stock,Ajman,Cash
535,11/17/2025,1535,100535,TechSavvy 5000,electronics,,311.65,153.19,1.85,42,Out of Stock,Sharjah,Cash
536,5/16/2025,1536,100536,EcoFriendly Tech,appliances,Oniline,652.28,1006.84,22.02,421,Low Stock,Sharjah,Online
537,7/28/2025,1537,100537,PowerTech Max,home goods,Retail,667.02,374.55,41.55,776,Low Stock,Sharjah,Cash
538,01/09/2025,1538,100538,SmartTech Elite,home goods,Oniline,906.03,158.61,22.81,178,In Stock,Abu Dhabi,Online
539,9/20/2025,1539,100539,GigaGadget 9000,electronics,,58.59,783.74,7.22,496,Low Stock,Dubai,Card
540,8/18/2025,1540,100540,FutureTech 10000,accessories,Retail,697.69,1393.88,13.86,851,In Stock,Abu Dhabi,Cash
541,02/06/2026,1541,100541,EcoFriendly Tech,electronics,Oniline,84.32,1356.56,17.75,538,Low Stock,,
542,08/06/2025,1542,100542,SuperWidget 2000,,Oniline,368.89,502.67,33.56,286,In Stock,Abu Dhabi,Card
543,3/15/2026,1543,100543,EcoFriendly Tech,home goods,,991.54,682.69,18.58,920,Low Stock,Abu Dhabi,Card
544,02/11/2026,1544,100544,PowerTech Max,clothing,Retail,329.99,335.83,36.21,449,Out of Stock,Sharjah,Online
545,5/16/2025,1545,100545,PowerTech Max,home goods,Oniline,27.18,868.84,21.12,357,In Stock,Ajman,Card
546,09/05/2025,1546,100546,SmartTech Elite,home goods,Retail,257.75,1444.82,8.54,422,,Ajman,Card
547,05/09/2025,1547,100547,SuperWidget 2000,,Oniline,962.89,496.16,7.41,62,In Stock,Dubai,
548,1/17/2025,1548,100548,MegaGizmo X,electronics,Retail,422.81,266.54,31.48,493,Out of Stock,,Cash
549,11/27/2025,1549,100549,EcoFriendly Tech,electronics,Oniline,77.53,1204.15,44.78,262,Low Stock,Ajman,Online
550,02/09/2026,1550,100550,UltimateGadget Pro,appliances,Oniline,282.48,1038.06,,494,Out of Stock,Dubai,Online
551,12/06/2025,1551,100551,GigaGadget 9000,home goods,Oniline,780.16,584.95,32.84,881,,Dubai,Online
552,06/09/2025,1552,100552,,electronics,Oniline,474.28,1243.96,34.47,366,In Stock,Ajman,Cash
553,09/05/2025,1553,100553,PowerTech Max,accessories,,150.63,456.68,21.73,325,In Stock,Dubai,Online
554,04/12/2025,1554,100554,SuperWidget 2000,electronics,Oniline,128.82,472.42,49.46,151,Out of Stock,Ajman,Online
555,02/10/2026,1555,100555,EcoFriendly Tech,,Retail,381.72,203.15,41.71,597,,Ajman,Card
556,10/17/2025,1556,100556,EcoFriendly Tech,home goods,,193.67,259.73,39.28,520,In Stock,Dubai,Card
557,01/01/2026,1557,100557,TechSavvy 5000,accessories,Retail,613.41,919.99,,635,Low Stock,Sharjah,Online
558,06/09/2025,1558,100558,FutureTech 10000,accessories,Retail,620.87,757.26,48.13,879,Low Stock,Dubai,Cash
559,1/22/2026,1559,100559,PowerTech Max,accessories,Oniline,942.11,441.85,36.46,363,Low Stock,Abu Dhabi,Online
560,2/26/2026,1560,100560,EcoFriendly Tech,accessories,Oniline,972.97,1437.52,48.88,285,In Stock,Ajman,Cash
561,05/03/2025,1561,100561,PowerTech Max,clothing,Retail,891.53,1356.44,43.28,679,Low Stock,Abu Dhabi,Online
562,5/27/2025,1562,100562,GigaGadget 9000,appliances,Oniline,261.5,120.29,9.98,52,Out of Stock,Dubai,
563,03/01/2026,1563,100563,TechSavvy 5000,clothing,Retail,869.44,42.95,25.59,185,In Stock,Ajman,Card
564,12/27/2025,1564,100564,SuperWidget 2000,,Retail,868.83,1231.79,12.16,972,Out of Stock,Dubai,Cash
565,7/25/2025,1565,100565,UltimateGadget Pro,accessories,Oniline,195.39,369.87,20.56,889,Low Stock,Ajman,Card
566,12/05/2025,1566,100566,MegaGizmo X,electronics,Oniline,619.42,724.46,19.52,63,Out of Stock,Dubai,Card
567,11/19/2025,1567,100567,InnoTech 3000,accessories,Oniline,316,977.79,5.34,952,In Stock,Abu Dhabi,Online
568,12/24/2025,1568,100568,FutureTech 10000,electronics,Oniline,621.57,1117.11,31.73,657,In Stock,Sharjah,Cash
569,03/08/2025,1569,100569,FutureTech 10000,home goods,Oniline,808.83,852.94,,366,Low Stock,Ajman,Cash
570,1/24/2025,1570,100570,SmartTech Elite,,Retail,872.57,372.26,34.5,74,,Abu Dhabi,Cash
571,02/05/2026,1571,100571,UltimateGadget Pro,appliances,Retail,140.76,112.52,14.6,139,Out of Stock,Ajman,Online
572,09/10/2025,1572,100572,,electronics,Oniline,26.52,297.58,48.37,957,Low Stock,Dubai,
573,8/27/2025,1573,100573,MegaGizmo X,,Retail,857.31,246.15,4.37,527,In Stock,Abu Dhabi,Online
574,12/16/2025,1574,100574,MegaGizmo X,clothing,Retail,210.42,1372.87,,128,In Stock,Abu Dhabi,Online
575,01/05/2026,1575,100575,MegaGizmo X,home goods,Retail,552.06,1357.93,6.85,866,Low Stock,Ajman,Card
576,11/20/2025,1576,100576,,appliances,Oniline,899.07,510,20.62,453,Out of Stock,Ajman,Card
577,08/05/2025,1577,100577,InnoTech 3000,electronics,Oniline,367.94,32.09,35.34,156,,Abu Dhabi,Online
578,1/17/2025,1578,100578,UltimateGadget Pro,clothing,,80.1,883.94,25.91,430,Low Stock,Ajman,Card
579,3/17/2026,1579,100579,FutureTech 10000,clothing,Oniline,664.19,1046.79,28.27,494,In Stock,,Card
580,6/25/2025,1580,100580,UltimateGadget Pro,appliances,Oniline,950.46,300.61,4.39,811,In Stock,Ajman,Cash
581,08/06/2025,1581,100581,UltimateGadget Pro,clothing,Oniline,81.18,1303.88,45.91,655,Out of Stock,Sharjah,Card
582,6/26/2025,1582,100582,SuperWidget 2000,electronics,Retail,446.11,593.66,44.47,563,Out of Stock,Dubai,Online
583,1/28/2025,1583,100583,SmartTech Elite,home goods,Oniline,157.16,649.6,19.76,138,In Stock,Abu Dhabi,Cash
584,6/26/2025,1584,100584,InnoTech 3000,home goods,Oniline,382.99,256.11,45.56,596,Low Stock,Ajman,Cash
585,8/29/2025,1585,100585,,electronics,Retail,244.68,1354.22,5.59,479,Low Stock,Ajman,Online
586,3/15/2026,1586,100586,PowerTech Max,electronics,Retail,953.23,588.41,40.62,277,Low Stock,Dubai,Online
587,2/13/2025,1587,100587,UltimateGadget Pro,electronics,Retail,267.85,1294.65,35.58,437,Low Stock,Sharjah,Card
588,03/01/2025,1588,100588,EcoFriendly Tech,electronics,Retail,180.12,1266.32,25.67,680,Out of Stock,Abu Dhabi,Online
589,4/19/2025,1589,100589,,clothing,Oniline,118.28,859.79,,483,Low Stock,Dubai,Online
590,6/22/2025,1590,100590,SmartTech Elite,appliances,Oniline,704.38,1101.6,12.32,864,In Stock,Ajman,Card
591,12/18/2025,1591,100591,,clothing,Retail,520.74,1386.38,45.72,577,Out of Stock,Sharjah,Cash
592,01/12/2026,1592,100592,TechSavvy 5000,clothing,Retail,420.37,944.73,42.2,666,Out of Stock,Sharjah,
593,03/06/2025,1593,100593,MegaGizmo X,accessories,Retail,119.87,1470.35,18.79,180,Low Stock,Sharjah,Cash
594,12/22/2025,1594,100594,InnoTech 3000,home goods,Oniline,82.36,1010.2,11.41,925,In Stock,Ajman,Card
595,3/28/2025,1595,100595,,appliances,Oniline,178.51,410.44,39.03,719,In Stock,Dubai,Online
596,01/10/2026,1596,100596,SuperWidget 2000,electronics,Oniline,580.23,1397.57,18.27,2,,Sharjah,Online
597,05/06/2025,1597,100597,UltimateGadget Pro,home goods,Oniline,376.88,955.08,24.01,163,Low Stock,Ajman,Cash
598,6/21/2025,1598,100598,PowerTech Max,accessories,Oniline,388.03,325.88,5.26,709,Out of Stock,Sharjah,Cash
599,03/07/2026,1599,100599,SmartTech Elite,clothing,Oniline,440.97,61.54,36.16,564,In Stock,Ajman,Cash
600,10/12/2025,1600,100600,GigaGadget 9000,accessories,Retail,350.97,1261.08,7.3,589,In Stock,Sharjah,Cash
601,06/04/2025,1601,100601,MegaGizmo X,appliances,Retail,988.9,1302.03,,675,,Dubai,Cash
602,2/20/2026,1602,100602,,home goods,Retail,858.49,350.38,39.52,107,Out of Stock,Abu Dhabi,Online
603,10/01/2025,1603,100603,GigaGadget 9000,home goods,Oniline,254.11,1145.86,16.6,602,In Stock,Dubai,Card
604,03/09/2026,1604,100604,,accessories,Retail,441.71,1129.5,22.42,743,Low Stock,Dubai,Cash
605,03/08/2025,1605,100605,InnoTech 3000,home goods,Oniline,335.37,1001.34,33.73,577,,Abu Dhabi,Online
606,04/01/2025,1606,100606,PowerTech Max,electronics,Retail,669,299.74,34.98,133,Low Stock,Dubai,Card
607,5/17/2025,1607,100607,SuperWidget 2000,,Oniline,797.05,601.4,39.52,789,Low Stock,Dubai,Cash
608,06/10/2025,1608,100608,MegaGizmo X,appliances,Oniline,342.77,839.68,5.17,520,,Ajman,Online
609,07/10/2025,1609,100609,PowerTech Max,clothing,,150.82,171.61,26.42,664,Low Stock,Ajman,Cash
610,09/05/2025,1610,100610,TechSavvy 5000,accessories,Oniline,259.48,288.67,0.39,411,In Stock,Ajman,Cash
611,8/24/2025,1611,100611,TechSavvy 5000,appliances,Oniline,411.26,515.42,2.24,832,Low Stock,Dubai,Online
612,12/13/2025,1612,100612,SuperWidget 2000,clothing,Retail,592.11,1391.18,15.05,256,In Stock,Sharjah,Cash
613,8/27/2025,1613,100613,GigaGadget 9000,electronics,Oniline,537.96,1265.6,7.77,270,Low Stock,Dubai,Cash
614,11/22/2025,1614,100614,TechSavvy 5000,appliances,Retail,183.72,651.44,13.24,97,Low Stock,Abu Dhabi,Online
615,02/02/2026,1615,100615,GigaGadget 9000,accessories,Oniline,327.31,1273.93,,135,Low Stock,Sharjah,
616,02/10/2025,1616,100616,TechSavvy 5000,appliances,Retail,453.43,588.3,46.55,803,Low Stock,Sharjah,
617,2/28/2026,1617,100617,SmartTech Elite,electronics,Oniline,448.19,711.31,23.36,53,Low Stock,Dubai,Cash
618,1/27/2026,1618,100618,SmartTech Elite,electronics,Retail,317.38,806.85,32.25,294,Low Stock,Dubai,
619,7/29/2025,1619,100619,TechSavvy 5000,electronics,Retail,940.2,235.29,28.6,320,Out of Stock,Abu Dhabi,Online
620,04/06/2025,1620,100620,SmartTech Elite,appliances,Retail,350.01,1030.69,8.11,50,Low Stock,Ajman,Cash
621,05/09/2025,1621,100621,UltimateGadget Pro,home goods,Retail,652.47,337.82,22.22,1,Low Stock,Dubai,Cash
622,9/22/2025,1622,100622,FutureTech 10000,clothing,Oniline,224.52,775.54,24.14,889,Low Stock,,Online
623,12/31/2025,1623,100623,InnoTech 3000,appliances,Retail,508.04,962.4,16.59,723,Low Stock,Abu Dhabi,Card
624,1/22/2026,1624,100624,TechSavvy 5000,clothing,Retail,225.47,992.19,43.1,479,Out of Stock,Abu Dhabi,Card
625,2/20/2026,1625,100625,SmartTech Elite,accessories,Retail,963.06,769.85,16.43,127,In Stock,Abu Dhabi,Card
626,6/27/2025,1626,100626,MegaGizmo X,,Retail,160.67,778.41,15.39,967,Low Stock,Sharjah,Cash
627,3/27/2026,1627,100627,InnoTech 3000,home goods,Oniline,629.59,553.99,48.81,203,In Stock,Sharjah,Card
628,01/12/2026,1628,100628,GigaGadget 9000,clothing,Oniline,52.76,64.12,38.54,295,Out of Stock,Ajman,Cash
629,3/20/2026,1629,100629,TechSavvy 5000,home goods,Oniline,149.39,119.98,20.05,338,In Stock,Dubai,Online
630,8/18/2025,1630,100630,,electronics,Retail,610.59,300.71,2.19,603,Out of Stock,Ajman,Card
631,11/04/2025,1631,100631,PowerTech Max,clothing,Retail,160.6,780.1,23.74,170,Low Stock,Ajman,Cash
632,1/22/2026,1632,100632,,clothing,Oniline,472.12,1007.65,19.77,724,Out of Stock,Sharjah,Card
633,2/21/2026,1633,100633,EcoFriendly Tech,electronics,Retail,438.61,903.51,45.02,460,Out of Stock,Abu Dhabi,Cash
634,02/02/2026,1634,100634,SuperWidget 2000,home goods,Retail,19.81,719,44.21,682,Low Stock,Dubai,Online
635,4/16/2025,1635,100635,,accessories,Oniline,787.18,297.45,35.22,584,In Stock,Dubai,Cash
636,03/09/2026,1636,100636,SuperWidget 2000,accessories,Oniline,890.45,1280.64,33.01,162,Low Stock,Dubai,Card
637,9/21/2025,1637,100637,SmartTech Elite,,Retail,684.21,1244.87,0.67,224,Out of Stock,Ajman,Online
638,1/14/2025,1638,100638,MegaGizmo X,electronics,Oniline,699.92,246.86,1.12,455,Low Stock,,Online
639,4/26/2025,1639,100639,GigaGadget 9000,home goods,Oniline,738.22,28.92,16.77,981,Low Stock,Dubai,Cash
640,08/11/2025,1640,100640,MegaGizmo X,clothing,Retail,729.1,584.98,34.76,472,In Stock,Ajman,Online
641,11/16/2025,1641,100641,TechSavvy 5000,home goods,Oniline,284.44,51.47,34.95,864,,Ajman,Online
642,12/21/2025,1642,100642,SmartTech Elite,appliances,Retail,519.69,1461.14,35.49,894,In Stock,Dubai,Card
643,4/26/2025,1643,100643,MegaGizmo X,,Retail,548.29,40.49,6.23,320,In Stock,Dubai,Card
644,06/07/2025,1644,100644,InnoTech 3000,clothing,Retail,953.28,1275.01,30.63,90,In Stock,Abu Dhabi,Card
645,8/16/2025,1645,100645,,,Oniline,73.4,863.53,0.2,88,Low Stock,Abu Dhabi,Card
646,12/31/2025,1646,100646,MegaGizmo X,appliances,Retail,879.18,139.53,12.01,983,Out of Stock,Abu Dhabi,Cash
647,3/20/2025,1647,100647,MegaGizmo X,,Oniline,678.5,322.73,18.72,216,Out of Stock,Abu Dhabi,Cash
648,2/26/2026,1648,100648,SuperWidget 2000,home goods,Oniline,386.54,491.95,37.76,188,In Stock,Ajman,Card
649,3/27/2025,1649,100649,SmartTech Elite,,Retail,821.51,1411.14,29.97,989,Out of Stock,Dubai,Online
650,08/01/2025,1650,100650,MegaGizmo X,clothing,Retail,953.69,83.87,43.88,671,Low Stock,Abu Dhabi,Cash
651,07/03/2025,1651,100651,SuperWidget 2000,home goods,Oniline,291.23,427.88,35.99,901,In Stock,Dubai,Cash
652,11/10/2025,1652,100652,EcoFriendly Tech,appliances,Oniline,763.82,779.08,14.34,812,Low Stock,Sharjah,Cash
653,5/23/2025,1653,100653,SuperWidget 2000,accessories,Retail,30.17,1380.62,22.53,601,Out of Stock,Sharjah,Online
654,11/13/2025,1654,100654,SmartTech Elite,home goods,Retail,266.96,1224.61,,197,In Stock,Sharjah,Online
655,02/12/2026,1655,100655,TechSavvy 5000,appliances,Oniline,558.75,1164.24,11.99,683,Low Stock,Sharjah,Online
656,09/09/2025,1656,100656,MegaGizmo X,home goods,Oniline,763.17,176.81,10.79,21,In Stock,Abu Dhabi,Card
657,8/19/2025,1657,100657,EcoFriendly Tech,accessories,Retail,220.21,641.53,28.8,642,In Stock,Sharjah,Cash
658,11/21/2025,1658,100658,MegaGizmo X,clothing,Oniline,567.35,1357,13.08,275,Out of Stock,Sharjah,Online
659,08/12/2025,1659,100659,GigaGadget 9000,clothing,Oniline,228.46,1280.41,7.99,161,Low Stock,Dubai,Online
660,12/23/2025,1660,100660,TechSavvy 5000,,Oniline,510.25,867.91,17.56,863,Low Stock,Sharjah,Card
661,8/17/2025,1661,100661,InnoTech 3000,home goods,Oniline,849.8,1048.03,10.72,77,Out of Stock,Ajman,Cash
662,10/12/2025,1662,100662,PowerTech Max,accessories,Retail,744.37,977.5,47.22,53,Low Stock,Dubai,Online
663,7/23/2025,1663,100663,PowerTech Max,accessories,Retail,195.94,860.02,3.02,632,Out of Stock,Sharjah,Cash
664,8/13/2025,1664,100664,InnoTech 3000,home goods,Oniline,743.57,755.91,27.36,929,In Stock,Sharjah,Cash
665,5/26/2025,1665,100665,SuperWidget 2000,electronics,Retail,485.58,279.01,,671,Low Stock,Abu Dhabi,Card
666,9/26/2025,1666,100666,SmartTech Elite,,Retail,910.03,1291.76,48.37,390,Out of Stock,Sharjah,Card
667,06/04/2025,1667,100667,GigaGadget 9000,appliances,Retail,356.42,344.93,15.29,365,In Stock,Ajman,Cash
668,4/25/2025,1668,100668,TechSavvy 5000,accessories,Retail,932.12,624.96,48.94,582,In Stock,Ajman,Card
669,02/04/2025,1669,100669,EcoFriendly Tech,home goods,,627.72,777.92,14.6,45,Out of Stock,Abu Dhabi,Cash
670,10/22/2025,1670,100670,SuperWidget 2000,appliances,Retail,194.25,1403.48,44.75,678,Out of Stock,Abu Dhabi,Card
671,9/18/2025,1671,100671,MegaGizmo X,appliances,Oniline,626.24,893.26,12.72,404,Out of Stock,Abu Dhabi,Cash
672,10/31/2025,1672,100672,,accessories,Retail,365.61,531.16,31.38,520,In Stock,Dubai,Cash
673,12/08/2025,1673,100673,PowerTech Max,electronics,Retail,752.87,443.6,30.03,603,,,
674,4/19/2025,1674,100674,SmartTech Elite,accessories,,477.71,59.87,8.21,525,Out of Stock,Abu Dhabi,Cash
675,5/31/2025,1675,100675,MegaGizmo X,electronics,,613.98,287.82,27.69,544,Out of Stock,Ajman,Card
676,2/18/2025,1676,100676,TechSavvy 5000,electronics,Oniline,409.22,732.09,47,677,Out of Stock,Dubai,Card
677,3/27/2026,1677,100677,GigaGadget 9000,electronics,Oniline,34.55,1195.66,25.82,800,In Stock,Dubai,Card
678,4/30/2025,1678,100678,TechSavvy 5000,home goods,Oniline,630.63,1168.58,2.2,612,Low Stock,Dubai,Card
679,3/30/2026,1679,100679,SuperWidget 2000,clothing,Retail,776.94,315.77,,603,Low Stock,Sharjah,Card
680,6/30/2025,1680,100680,SmartTech Elite,electronics,Retail,252.58,166.42,49.29,550,In Stock,Sharjah,Cash
681,1/27/2026,1681,100681,SuperWidget 2000,accessories,Retail,791.53,140.95,26.29,727,Low Stock,Dubai,Card
682,08/02/2025,1682,100682,TechSavvy 5000,clothing,Oniline,856.65,536.81,8.24,972,Out of Stock,Ajman,Online
